HOUSEHOLD_ID,YEAR,MARITAL,SEX,AGE,WORK_STATUS
03118722,2015,1,1,57,2
03118761,2015,1,1,64,
03118762,2015,1,1,64,
03118801,2015,1,1,26,1
03118802,2015,1,1,26,1
03118831,2015,1,1,32,
03118832,2015,1,1,32,
03118861,2015,1,1,59,2
03118862,2015,1,1,59,2
03118921,2015,1,1,68,1
03118922,2015,1,1,68,1
03118931,2015,1,1,53,1
03118932,2015,1,1,53,1
03118941,2015,1,1,45,1
03118942,2015,1,1,45,1
03118951,2015,1,1,41,1
03118952,2015,1,1,41,1
03118971,2015,1,1,73,
03118972,2015,1,1,73,
03118981,2015,1,1,87,
03118982,2015,1,1,87,
03118991,2015,1,1,38,1
03118992,2015,1,1,38,1
03119011,2015,1,1,69,
03119012,2015,1,1,69,
03119062,2015,1,1,66,
03119091,2015,1,1,41,1
03119092,2015,1,1,41,1
03119171,2015,1,1,69,1
03119211,2015,1,1,61,1
03119212,2015,1,1,61,1
03119241,2015,1,1,76,
03119242,2015,1,1,76,
03119271,2015,1,1,81,
03119272,2015,1,1,81,
03119281,2015,1,1,29,1
03119282,2015,1,1,29,1
03119331,2015,1,1,36,1
03119332,2015,1,1,36,1
03119351,2015,1,1,68,
03119352,2015,1,1,68,
03119371,2015,1,1,37,1
03119372,2015,1,1,37,1
03119401,2015,1,1,43,1
03119402,2015,1,1,43,1
03119441,2015,1,1,64,1
03119442,2015,1,1,64,1
03119501,2015,1,1,52,
03119502,2015,1,1,52,
03119541,2015,1,1,55,1
03119542,2015,1,1,55,1
03119551,2015,1,1,35,1
03119552,2015,1,1,35,1
03119581,2015,1,1,55,2
03119582,2015,1,1,55,2
03119591,2015,1,1,53,2
03119592,2015,1,1,53,2
03119611,2015,1,1,60,1
03119612,2015,1,1,60,1
03119631,2015,1,1,22,1
03119632,2015,1,1,22,1
03119771,2015,1,1,69,1
03119772,2015,1,1,19,1
03119811,2015,1,1,50,
03119812,2015,1,1,50,
03119871,2015,1,1,33,1
03119872,2015,1,1,33,1
03119881,2015,1,1,50,1
03119882,2015,1,1,50,1
03119901,2015,1,1,56,1
03119951,2015,1,1,37,2
03119952,2015,1,1,37,2
03119991,2015,1,1,36,1
03119992,2015,1,1,36,1
03120001,2015,1,1,50,2
03120002,2015,1,1,50,2
03120031,2015,1,1,35,1
03120032,2015,1,1,35,1
03120041,2015,1,1,40,1
03120042,2015,1,1,40,1
03120091,2015,1,1,46,2
03120092,2015,1,1,46,2
03120111,2015,1,1,77,
03120112,2015,1,1,77,
03120151,2015,1,1,36,2
03120152,2015,1,1,36,2
03120211,2015,1,1,44,1
03120212,2015,1,1,44,1
03120311,2015,1,1,48,2
03120312,2015,1,1,48,2
03120351,2015,1,1,48,1
03120401,2015,1,1,34,1
03120402,2015,1,1,34,1
03120421,2015,1,1,41,1
03120422,2015,1,1,41,1
03120491,2015,1,1,25,1
03120492,2015,1,1,25,1
03120531,2015,1,1,40,1
03120532,2015,1,1,40,1
03120571,2015,1,1,54,1
03120572,2015,1,1,54,1
03120582,2015,1,1,59,1
03120601,2015,1,1,58,1
03120602,2015,1,1,58,1
03120641,2015,1,1,71,
03120642,2015,1,1,71,
03120651,2015,1,1,55,1
03120652,2015,1,1,55,1
03120681,2015,1,1,65,1
03120682,2015,1,1,65,1
03120731,2015,1,1,87,
03120732,2015,1,1,87,
03120761,2015,1,1,44,1
03120762,2015,1,1,44,1
03120801,2015,1,1,72,
03120802,2015,1,1,72,
03120881,2015,1,1,31,1
03120882,2015,1,1,31,1
03120901,2015,1,1,32,
03120902,2015,1,1,32,
03120941,2015,1,1,44,2
03120942,2015,1,1,44,2
03120951,2015,1,1,62,
03120952,2015,1,1,62,
03120981,2015,1,1,37,1
03120982,2015,1,1,37,1
03120991,2015,1,1,34,1
03120992,2015,1,1,34,1
03121001,2015,1,1,52,1
03121002,2015,1,1,52,1
03121011,2015,1,1,30,1
03121012,2015,1,1,30,1
03121241,2015,1,1,25,1
03121242,2015,1,1,25,1
03121261,2015,1,1,82,
03121292,2015,1,1,28,1
03121321,2015,1,1,61,1
03121322,2015,1,1,61,1
03121351,2015,1,1,55,1
03121352,2015,1,1,55,1
03121371,2015,1,1,33,1
03121372,2015,1,1,33,1
03121381,2015,1,1,26,1
03121382,2015,1,1,26,1
03121391,2015,1,1,64,1
03121392,2015,1,1,64,1
03121431,2015,1,1,40,1
03121432,2015,1,1,40,1
03121451,2015,1,1,50,1
03121452,2015,1,1,50,1
03121461,2015,1,1,45,1
03121462,2015,1,1,45,1
03121491,2015,1,1,72,
03121492,2015,1,1,72,
03121541,2015,1,1,42,1
03121542,2015,1,1,42,1
03121551,2015,1,1,42,1
03121552,2015,1,1,42,1
03121671,2015,1,1,81,
03121672,2015,1,1,81,
03121691,2015,1,1,64,
03121692,2015,1,1,64,
03121771,2015,1,1,28,
03121772,2015,1,1,28,
03121781,2015,1,1,39,1
03121782,2015,1,1,39,1
03121811,2015,1,1,25,1
03121812,2015,1,1,25,1
03121821,2015,1,1,56,1
03121822,2015,1,1,56,1
03121831,2015,1,1,23,1
03121832,2015,1,1,23,1
03121861,2015,1,1,67,
03121862,2015,1,1,67,
03121901,2015,1,1,41,
03121902,2015,1,1,41,
03121921,2015,1,1,63,1
03121922,2015,1,1,63,1
03121962,2015,1,1,37,1
03121971,2015,1,1,58,
03121972,2015,1,1,58,
03122071,2015,1,1,42,1
03122072,2015,1,1,42,1
03122092,2015,1,1,87,
03122101,2015,1,1,81,2
03122102,2015,1,1,81,2
03122141,2015,1,1,73,1
03122142,2015,1,1,73,1
03122231,2015,1,1,56,1
03122232,2015,1,1,56,1
03122241,2015,1,1,27,1
03122242,2015,1,1,27,1
03122261,2015,1,1,36,1
03122262,2015,1,1,36,1
03122271,2015,1,1,55,1
03122272,2015,1,1,55,1
03122281,2015,1,1,34,1
03122282,2015,1,1,34,1
03122311,2015,1,1,34,
03122312,2015,1,1,34,
03122321,2015,1,1,77,1
03122322,2015,1,1,77,1
03122331,2015,1,1,42,1
03122332,2015,1,1,42,1
03122341,2015,1,1,53,2
03122342,2015,1,1,53,2
03122361,2015,1,1,52,1
03122362,2015,1,1,52,1
03122371,2015,1,1,44,1
03122372,2015,1,1,44,1
03122411,2015,1,1,44,1
03122412,2015,1,1,44,1
03122551,2015,1,1,55,2
03122552,2015,1,1,55,2
03122592,2015,1,1,24,
03122651,2015,1,1,47,2
03122652,2015,1,1,47,2
03122801,2015,1,1,27,1
03122802,2015,1,1,27,1
03122931,2015,1,1,70,
03122932,2015,1,1,70,
03123011,2015,1,1,40,2
03123012,2015,1,1,40,2
03123041,2015,1,1,30,1
03123042,2015,1,1,30,1
03123151,2015,1,1,62,
03123152,2015,1,1,62,
03123171,2015,1,1,70,
03123172,2015,1,1,70,
03123261,2015,1,1,39,1
03123262,2015,1,1,39,1
03123341,2015,1,1,77,1
03123342,2015,1,1,77,1
03123371,2015,1,1,65,2
03123372,2015,1,1,65,2
03123431,2015,1,1,64,1
03123432,2015,1,1,64,1
03123441,2015,1,1,59,1
03123442,2015,1,1,59,1
03123451,2015,1,1,39,1
03123452,2015,1,1,39,1
03123541,2015,1,1,87,
03123542,2015,1,1,87,
03123571,2015,1,1,50,1
03123572,2015,1,1,50,1
03123581,2015,1,1,39,1
03123582,2015,1,1,39,1
03123621,2015,1,1,28,1
03123622,2015,1,1,28,1
03123651,2015,1,1,69,2
03123652,2015,1,1,69,2
03123681,2015,1,1,66,2
03123682,2015,1,1,66,2
03123721,2015,1,1,76,
03123722,2015,1,1,76,
03123851,2015,1,1,54,1
03123852,2015,1,1,54,1
03123871,2015,1,1,32,1
03123872,2015,1,1,32,1
03123892,2015,1,1,37,1
03123911,2015,1,1,44,1
03123912,2015,1,1,44,1
03123951,2015,1,1,53,1
03123952,2015,1,1,53,1
03124001,2015,1,1,67,
03124002,2015,1,1,67,
03124021,2015,1,1,47,1
03124022,2015,1,1,47,1
03124221,2015,1,1,30,1
03124222,2015,1,1,30,1
03124231,2015,1,1,32,1
03124232,2015,1,1,32,1
03124401,2015,1,1,50,1
03124402,2015,1,1,50,1
03124411,2015,1,1,51,1
03124412,2015,1,1,51,1
03124501,2015,1,1,57,1
03124502,2015,1,1,57,1
03124551,2015,1,1,46,1
03124552,2015,1,1,46,1
03124611,2015,1,1,74,
03124612,2015,1,1,74,
03124681,2015,1,1,37,1
03124682,2015,1,1,37,1
03124741,2015,1,1,32,1
03124742,2015,1,1,32,1
03124751,2015,1,1,59,2
03124752,2015,1,1,59,2
03124781,2015,1,1,53,2
03124782,2015,1,1,53,2
03124801,2015,1,1,45,1
03124802,2015,1,1,45,1
03124891,2015,1,1,59,1
03124892,2015,1,1,59,1
03124911,2015,1,1,53,2
03124912,2015,1,1,53,2
03124991,2015,1,1,72,
03124992,2015,1,1,72,
03125021,2015,1,1,25,1
03125022,2015,1,1,25,1
03125031,2015,1,1,57,2
03125032,2015,1,1,57,2
03125041,2015,1,1,87,
03125042,2015,1,1,87,
03125051,2015,1,1,62,1
03125052,2015,1,1,62,1
03125081,2015,1,1,42,1
03125082,2015,1,1,42,1
03125091,2015,1,1,45,1
03125092,2015,1,1,45,1
03125111,2015,1,1,23,1
03125181,2015,1,1,72,1
03125182,2015,1,1,72,1
03125201,2015,1,1,49,1
03125202,2015,1,1,49,1
03125271,2015,1,1,58,2
03125272,2015,1,1,58,2
03125291,2015,1,1,40,2
03125292,2015,1,1,40,2
03125351,2015,1,1,72,
03125352,2015,1,1,72,
03125401,2015,1,1,46,1
03125402,2015,1,1,46,1
03125441,2015,1,1,65,1
03125442,2015,1,1,65,1
03125451,2015,1,1,32,1
03125471,2015,1,1,31,1
03125521,2015,1,1,57,2
03125522,2015,1,1,57,2
03125561,2015,1,1,71,
03125562,2015,1,1,71,
03125661,2015,1,1,24,1
03125662,2015,1,1,24,1
03125671,2015,1,1,54,1
03125672,2015,1,1,54,1
03125711,2015,1,1,71,
03125712,2015,1,1,71,
03125751,2015,1,1,87,
03125752,2015,1,1,87,
03125811,2015,1,1,74,1
03125812,2015,1,1,74,1
03125821,2015,1,1,51,1
03125822,2015,1,1,51,1
03125841,2015,1,1,51,1
03125842,2015,1,1,51,1
03125861,2015,1,1,34,1
03125862,2015,1,1,34,1
03125881,2015,1,1,62,1
03125882,2015,1,1,62,1
03125941,2015,1,1,55,2
03125942,2015,1,1,55,2
03126031,2015,1,1,61,1
03126032,2015,1,1,61,1
03126061,2015,1,1,42,1
03126062,2015,1,1,42,1
03126191,2015,1,1,68,
03126192,2015,1,1,68,
03126231,2015,1,1,38,1
03126232,2015,1,1,38,1
03126242,2015,1,1,37,1
03126261,2015,1,1,82,
03126262,2015,1,1,82,
03126331,2015,1,1,57,1
03126332,2015,1,1,57,1
03126351,2015,1,1,58,1
03126352,2015,1,1,58,1
03126391,2015,1,1,66,2
03126392,2015,1,1,66,2
03126431,2015,1,1,60,1
03126432,2015,1,1,60,1
03126471,2015,1,1,42,2
03126472,2015,1,1,42,2
03126501,2015,1,1,27,1
03126502,2015,1,1,27,1
03126571,2015,1,1,50,1
03126572,2015,1,1,50,1
03126581,2015,1,1,35,1
03126582,2015,1,1,35,1
03126592,2015,1,1,36,1
03126631,2015,1,1,50,1
03126632,2015,1,1,50,1
03126671,2015,1,1,64,
03126672,2015,1,1,64,
03126741,2015,1,1,52,2
03126742,2015,1,1,52,2
03126751,2015,1,1,67,
03126752,2015,1,1,67,
03126801,2015,1,1,34,1
03126802,2015,1,1,34,1
03126851,2015,1,1,31,2
03126852,2015,1,1,31,2
03126962,2015,1,1,31,
03126962,2015,1,1,59,
03126991,2015,1,1,34,1
03126992,2015,1,1,34,1
03127001,2015,1,1,87,
03127002,2015,1,1,87,
03127121,2015,1,1,68,
03127122,2015,1,1,68,
03127211,2015,1,1,46,1
03127212,2015,1,1,46,1
03127231,2015,1,1,41,1
03127232,2015,1,1,41,1
03127351,2015,1,1,65,2
03127352,2015,1,1,65,2
03127371,2015,1,1,34,1
03127372,2015,1,1,34,1
03127381,2015,1,1,30,1
03127382,2015,1,1,30,1
03127411,2015,1,1,50,2
03127412,2015,1,1,50,2
03127451,2015,1,1,34,1
03127551,2015,1,1,66,1
03127552,2015,1,1,66,1
03127581,2015,1,1,39,1
03127582,2015,1,1,39,1
03127701,2015,1,1,56,2
03127702,2015,1,1,56,2
03127791,2015,1,1,71,1
03127792,2015,1,1,71,1
03127811,2015,1,1,79,
03127812,2015,1,1,79,
03127941,2015,1,1,31,1
03127942,2015,1,1,31,1
03127971,2015,1,1,51,1
03127972,2015,1,1,51,1
03127992,2015,1,1,79,
03128021,2015,1,1,76,
03128022,2015,1,1,76,
03128031,2015,1,1,87,
03128032,2015,1,1,87,
03128051,2015,1,1,49,1
03128052,2015,1,1,49,1
03128131,2015,1,1,46,1
03128132,2015,1,1,46,1
03128141,2015,1,1,24,1
03128142,2015,1,1,24,1
03128171,2015,1,1,67,1
03128172,2015,1,1,67,1
03128231,2015,1,1,46,1
03128232,2015,1,1,46,1
03128261,2015,1,1,82,
03128262,2015,1,1,82,
03128281,2015,1,1,27,1
03128282,2015,1,1,27,1
03128301,2015,1,1,70,1
03128302,2015,1,1,25,1
03128351,2015,1,1,56,1
03128352,2015,1,1,56,1
03128361,2015,1,1,80,
03128362,2015,1,1,80,
03128381,2015,1,1,31,1
03128382,2015,1,1,31,1
03128461,2015,1,1,37,1
03128462,2015,1,1,37,1
03128471,2015,1,1,63,
03128472,2015,1,1,63,
03128481,2015,1,1,38,2
03128482,2015,1,1,38,2
03128491,2015,1,1,26,1
03128492,2015,1,1,26,1
03128511,2015,1,1,30,1
03128512,2015,1,1,30,1
03128531,2015,1,1,32,1
03128532,2015,1,1,32,1
03128551,2015,1,1,50,1
03128552,2015,1,1,50,1
03128561,2015,1,1,49,1
03128562,2015,1,1,49,1
03128571,2015,1,1,67,1
03128572,2015,1,1,67,1
03128681,2015,1,1,44,1
03128691,2015,1,1,51,1
03128692,2015,1,1,51,1
03128701,2015,1,1,50,1
03128702,2015,1,1,50,1
03128751,2015,1,1,37,1
03128752,2015,1,1,37,1
03128801,2015,1,1,58,1
03128802,2015,1,1,58,1
03128891,2015,1,1,38,2
03128892,2015,1,1,38,2
03128901,2015,1,1,55,1
03128941,2015,1,1,36,1
03128942,2015,1,1,36,1
03128951,2015,1,1,49,1
03128952,2015,1,1,49,1
03129021,2015,1,1,67,
03129022,2015,1,1,67,
03129071,2015,1,1,59,1
03129072,2015,1,1,59,1
03129161,2015,1,1,59,2
03129162,2015,1,1,59,2
03129231,2015,1,1,42,1
03129231,2015,1,1,66,1
03129232,2015,1,1,42,1
03129232,2015,1,1,66,1
03129301,2015,1,1,68,1
03129302,2015,1,1,68,1
03129341,2015,1,1,72,
03129342,2015,1,1,72,
03129371,2015,1,1,72,
03129372,2015,1,1,72,
03129391,2015,1,1,47,2
03129392,2015,1,1,47,2
03129451,2015,1,1,72,
03129452,2015,1,1,72,
03129471,2015,1,1,34,1
03129472,2015,1,1,34,1
03129501,2015,1,1,64,
03129502,2015,1,1,64,
03129521,2015,1,1,35,1
03129522,2015,1,1,35,1
03129541,2015,1,1,35,1
03129542,2015,1,1,35,1
03129571,2015,1,1,54,
03129572,2015,1,1,54,
03129641,2015,1,1,36,1
03129642,2015,1,1,36,1
03129671,2015,1,1,63,2
03129672,2015,1,1,63,2
03129681,2015,1,1,49,1
03129682,2015,1,1,49,1
03129691,2015,1,1,28,1
03129692,2015,1,1,28,1
03129711,2015,1,1,41,1
03129712,2015,1,1,41,1
03129751,2015,1,1,76,
03129752,2015,1,1,76,
03129791,2015,1,1,55,2
03129792,2015,1,1,55,2
03129901,2015,1,1,31,1
03129902,2015,1,1,31,1
03129911,2015,1,1,41,1
03129912,2015,1,1,41,1
03129981,2015,1,1,76,2
03129982,2015,1,1,78,2
03130031,2015,1,1,39,1
03130032,2015,1,1,39,1
03130082,2015,1,1,62,
03130281,2015,1,1,47,1
03130282,2015,1,1,47,1
03130312,2015,1,1,44,1
03130401,2015,1,1,35,1
03130402,2015,1,1,35,1
03130452,2015,1,1,82,1
03130461,2015,1,1,31,
03130462,2015,1,1,31,
03130481,2015,1,1,38,1
03130482,2015,1,1,38,1
03130561,2015,1,1,34,
03130562,2015,1,1,34,
03130591,2015,1,1,34,1
03130592,2015,1,1,34,1
